OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
3141407,04092015457,LOS TRES MAGUEYES,10410 MONCREIFFE  RD ,STE 109,RALEIGH,NC,27610,(919) 484-9258,2009/08/27 04:00:00+00,Restaurant,11216,-78.79210079,35.89996272,M
3141408,04092015456,QDOBA MEXICAN GRILL #612,210A HINTON OAKS BLVD ,,KNIGHTDALE,NC,27545,(919) 217-4690,2009/08/27 04:00:00+00,Restaurant,11215,-78.51046763,35.79690512,M
3141409,04092021583,HARRIS TEETER #311 PRODUCE,324 VILLAGE WALK DR ,,HOLLY SPRINGS,NC,27540,(919) 552-1596,2009/09/10 04:00:00+00,Food Stand,11232,-78.83920911,35.63987925,M
3141410,04092021582,HARRIS TEETER #311 DELI,324 VILLAGE WALK   DR ,,HOLLY SPRINGS,NC,27540,(919) 552-1596,2009/09/10 04:00:00+00,Food Stand,11233,-78.83920911,35.63987925,M
3141411,04092300243,HARRIS TEETER #311 MEAT MARKET,324 VILLAGE WALK DR ,,HOLLY SPRINGS,NC,27502,(919) 552-1596,2009/09/10 04:00:00+00,Meat Market,11234,-78.83920911,35.63987925,M
3141412,04092110486,ROOT ELEMENTARY CAFETERIA,3202 NORTHAMPTON ST ,,RALEIGH,NC,27609,(919) 881-4940,2009/09/14 04:00:00+00,Public School Lunchrooms,11238,-78.65043831,35.82537972,M
3141413,04092015474,BISCUITVILLE #184,4305 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 803-8112,2009/09/24 04:00:00+00,Restaurant,11247,-78.65307339,35.72039578,M
3141414,04092300242,DON JUAN MEAT MARKET,4005-103 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 255-3301,2009/09/09 04:00:00+00,Meat Market,11224,-78.56824058,35.79916137,M
3141415,04092021586,HARRIS TEETER #331 MEAT/SEAFOOD,3430 TEN TEN RD ,,CARY,NC,27518,(919) 387-8272,2009/09/24 04:00:00+00,Food Stand,11259,-78.79278417,35.70189107,M
3141416,04092021585,HARRIS TEETER #331 DELI/BAKERY,3430 TEN TEN RD ,,CARY,NC,27518,(919) 387-8272,2009/09/24 04:00:00+00,Food Stand,11260,-78.79278417,35.70189107,M
3141417,04092021584,HARRIS TEETER #331 PRODUCE,3430 TEN TEN RD ,,CARY,NC,27518,(919) 387-8272,2009/09/24 04:00:00+00,Food Stand,11261,-78.79278417,35.70189107,M
3141418,04092021589,WALMART DELI #3889,3151 APEX PEAKWAY ,,APEX,NC,27502,(919) 362-3737,2009/10/05 04:00:00+00,Food Stand,11286,-78.84319631,35.71473596,M
3141419,04092015485,AVIATOR BREWING TAP HOUSE,600 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 552-8826,2009/10/07 04:00:00+00,Restaurant,11289,-78.79392899,35.59279145,M
3141420,04092015490,SPINNERS BAR & GRILL AT FOUR POINTS,1200 CLAREN CIR ,,MORRISVILLE,NC,27560,(919) 380-1221,2009/10/14 04:00:00+00,Restaurant,11294,-78.82295916,35.8550383,M
3141421,04092015496,PARK BAR & GRILL (DoubleTree By Hilton),500 CAITBOO AVE ,,CARY,NC,27518,(919) 900-8840,2009/10/26 04:00:00+00,Restaurant,11299,-78.73611855,35.75670744,T
3141422,04092015493,ZAYKA INDIAN CUISINE,10410-103 MONCREIFFE  RD ,,RALEIGH,NC,27617,(919) 361-5370,2009/10/22 04:00:00+00,Restaurant,11297,-78.79299562,35.90013638,M
3141423,04092015501,Kick Back Jack's,1405 GARNER STATION  BLVD ,,GARNER,NC,27529,(919) 803-5068,2009/10/23 04:00:00+00,Restaurant,11304,-78.65237822,35.72437552,M
3141424,04092021592,ALMADINA SUPERMARKET,1019 METHOD RD ,,RALEIGH,NC,27606,(919) 755-6220,2009/10/29 04:00:00+00,Food Stand,11305,-78.69350338,35.78486757,M
3141425,04092160072, THE OAKS AT MAYVIEW KITCHEN,513 E WHITAKER MILL RD ,,RALEIGH,NC,27608,(919) 828-4348,2009/10/01 04:00:00+00,Institutional Food Service,11308,-78.63296274,35.80745278,M
3141426,04092021594,PIZZA EXPRESS ,2121 POOLE RD ,,RALEIGH,NC,27610,(919) 231-8882,2009/10/30 04:00:00+00,Food Stand,11310,-78.60848656,35.7759893,M
3141427,04092110487,ALSTON RIDGE ELEMENTARY SCHOOL CAFETERIA,11555 GREEN LEVEL CHURCH  RD ,,CARY,NC,27519,(919) 544-2474 ext. 20151,2009/11/13 05:00:00+00,Public School Lunchrooms,11328,-78.89958886,35.85921379,M
3141428,04092021597,SHISH KABOB CITY PLAZA,438 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 833-4005,2009/11/20 05:00:00+00,Food Stand,11331,-78.63936414,35.77440995,M
3141429,04092015521,NOODLES & COMPANY,200 CROSSROADS  BLVD ,STE 110,CARY,NC,27518,(919) 851-5080,2009/11/02 05:00:00+00,Restaurant,11332,-78.74109738,35.76025037,M
3141430,04092015523,Bocci Trattoria & Pizzeria,2425 Kildaire Farm RD ,Ste 201,CARY,NC,27518,(919) 803-5358,2009/11/19 05:00:00+00,Restaurant,11334,-78.77660452,35.72829274,M
3141431,04092021598,Jimmy John's #1025,437 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 754-0101,2009/12/01 05:00:00+00,Food Stand,11336,-78.63936414,35.77440995,M
3141432,04092160073,HEARTFIELDS AT CARY FOODSERVICE,1050 CRESCENT GREEN DR ,,CARY,NC,27518,(919) 852-5757,2009/11/30 05:00:00+00,Institutional Food Service,11344,-78.7795645,35.7335114,M
3141433,04092160074,TRANSITIONS LIFECARE,200 HOSPICE CIR ,,RALEIGH,NC,27607,(919) 828-8514,2009/12/14 05:00:00+00,Institutional Food Service,11345,-78.7415833,35.80732074,M
3141434,04092015537,IHOP,1301 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 469-1835,2009/12/11 05:00:00+00,Restaurant,11350,-78.78262706,35.76147699,M
3141435,04092050028,NEUSE CHRISTIAN ACADEMY,7600 FALLS OF NEUSE  RD ,,RALEIGH,NC,27615,(919) 844-6496,2009/12/30 05:00:00+00,Private School Lunchrooms,11377,-78.62608851,35.88760817,M
3141436,04092015549,BRAVO'S MEXICAN GRILL,208 GRANDE HEIGHTS DR ,,CARY,NC,27513,(919) 481-3811,2009/12/31 05:00:00+00,Restaurant,11380,-78.78057473,35.80470311,M
3141437,04092015545,Jimmy John's #1026,2904-106 Wake Forest  RD ,,RALEIGH,NC,27609,(919) 836-0404,2009/12/16 05:00:00+00,Restaurant,11364,-78.62368801,35.82026697,M
3141438,04092015548,Rudinos's Pizza & Grinders Sports Corner,3101-101 EDWARDS MILL RD ,,RALEIGH,NC,27612,(919) 786-4235,2009/12/30 05:00:00+00,Restaurant,11379,-78.70695216,35.82399087,M
3141439,04092015562,NANTUCKET GRILL,1145  FALLS RIVER AVE ,,RALEIGH,NC,27614,(919) 870-1955,2010/01/14 05:00:00+00,Restaurant,11413,-78.58877443,35.90718863,M
3141440,04092030216,TAQUERIA EL CALENTANO (WCID #623),201 Rush ST ,Fri. Sat. Sun. ,RALEIGH,NC,27604,(919) 232-7628,2010/01/19 05:00:00+00,Mobile Food Units,11411,-78.64054258,35.74268157,M
3141441,04092015563,HOLIDAY INN EXPRESS HOTEL & SUITES BREAKFAST,3741 THISTLE DOWN  DR ,,RALEIGH,NC,27606,(919) 854-0001,2010/01/19 05:00:00+00,Restaurant,11414,-78.69949496,35.75440071,M
3141442,04092015567,MY WAY TAVERN,301  W CENTER ST ,,HOLLY SPRINGS,NC,27540,(919) 285-2142,2010/01/29 05:00:00+00,Restaurant,11418,-78.83406158,35.65096874,M
3141443,04092015568,HARRIS TEETER #422 DELI,120-100 ST ALBANS  DR ,,RALEIGH,NC,27609,(919) 781-4165,2010/02/03 05:00:00+00,Restaurant,11419,-78.63891855,35.83824655,M
3141444,04092021606,HARRIS TEETER #422 MM/SEAFOOD,120-100 ST ALBANS DR ,,RALEIGH,NC,27609,(919) 781-4165,2010/02/03 05:00:00+00,Food Stand,11421,-78.63891855,35.83824655,M
3141445,04092021604,The Butchers Market,1225 KILDAIRE FARM RD,,CARY,NC,27511,(919) 465-3082,2010/01/20 05:00:00+00,Food Stand,11423,-78.78213078,35.7627377,M
3141446,04092021605,HARRIS TEETER #422 PRODUCE,120-100 ST ALBANS DR ,,RALEIGH,NC,27607,(919) 781-4165,2010/02/03 05:00:00+00,Food Stand,11422,-78.63891855,35.83824655,M
3141447,04092015574,Thai Thai Cuisine,108 Osterville DR ,,HOLLY SPRINGS,NC,27540,(919) 303-5700,2010/02/16 05:00:00+00,Restaurant,11432,-78.83224207,35.67779122,M
3141448,04092021607,QUE HUONG ORIENTAL MARKET,3312 CAPITAL  BLVD ,,RALEIGH,NC,27604,(919) 790-5325,2010/02/16 05:00:00+00,Food Stand,11435,-78.5854745,35.82439477,M
3141449,04092015575,TRIBECA TAVERN,500 LEDGESTONE WAY ,,CARY,NC,27519,(919) 465-3055,2010/02/19 05:00:00+00,Restaurant,11439,-78.84803797,35.79230683,M
3141450,04092015577,AMEDEO'S,3905 WESTERN  BLVD ,,RALEIGH,NC,27606,,2010/03/04 05:00:00+00,Restaurant,11441,-78.69045749,35.78405439,M
3141451,04092015578,CANTINA 18,433  DANIELS  ST ,,RALEIGH,NC,27605,(919) 835-9911,2010/03/04 05:00:00+00,Restaurant,11442,-78.66157335,35.79001079,M
3141452,04092015597,HOT BREADS CAFE,1901  NW CARY PKY ,,MORRISVILLE,NC,27560,(919) 677-1331,2010/04/05 04:00:00+00,Restaurant,11476,-78.81047156,35.80913057,M
3141453,04092015601,STAMMTISCH CAFE,215 GREGSON DR ,,CARY,NC,27511,(919) 461-6033,2010/03/26 04:00:00+00,Restaurant,11480,-78.80332985,35.73531293,M
3141454,04092021609,HAWKSNEST GRILL,201 SOCCER PARK  DR ,,CARY,NC,27513,(919) 452-8931,2010/03/19 04:00:00+00,Food Stand,11482,-78.75430206,35.78579776,M
3141455,04092110490,HOLLY GROVE MIDDLE SCHOOL CAFETERIA,1401  AVENT FERRY RD ,,HOLLY SPRINGS ,NC,27540,(919) 567-4177 ext. 20481,2010/03/30 04:00:00+00,Public School Lunchrooms,11485,-78.84882356,35.62890249,M
3141456,04092015607,IL BACIO,3622 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 556-7800,2010/04/09 04:00:00+00,Restaurant,11486,-78.50482591,35.94464166,M
3141457,04092015618,HIBACHI 101,7870 ALEXANDER PROMENADE PL ,,RALEIGH,NC,27617,(919) 569-2888,2010/04/22 04:00:00+00,Restaurant,11503,-78.77695631,35.91424375,M
3141458,04092015619,RAINBOW KING,12520 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 554-8888,2010/04/26 04:00:00+00,Restaurant,11504,-78.53270438,35.98593613,M
3141459,04092015625,Bojangles #42,840 E Chatham ST ,,CARY,NC,27511,(919) 467-7030,2010/04/19 04:00:00+00,Restaurant,11520,-78.76021314,35.79096632,M
3141460,04092015626,MCDONALDS #13824,101 TIMBER DR ,,GARNER,NC,27529,(919) 662-9804,2010/04/27 04:00:00+00,Restaurant,11521,-78.60450265,35.68563177,M
3141461,04092015630,RIVER PUB,10940 RAVEN RIDGE  RD ,STE 104,RALEIGH,NC,27614,(919) 900-8302,2010/05/11 04:00:00+00,Restaurant,11525,-78.59009973,35.90790792,M
3141462,04092110491,MILLS PARK MIDDLE SCHOOL CAFETERIA,441 MILLS PARK DR ,,CARY,NC,27519,(919) 466-1500 ext. 20820,2010/04/23 04:00:00+00,Public School Lunchrooms,11533,-78.89608158,35.81195651,M
3141463,04092015636,WALTONWOOD AT CARY DINING,750 SE CARY PKY ,,CARY,NC,27511,(919) 460-7330,2010/05/14 04:00:00+00,Restaurant,11543,-78.77482013,35.74902725,M
3141464,04092015638,BRUNO,11211  GALLERIA  AVE ,,RALEIGH,NC,27614,(919) 435-6640,2010/05/26 04:00:00+00,Restaurant,11546,-78.54331441,35.94865826,M
3141465,04092015640,Sam's Club #6570 Snackbar,3001 CALVARY  DR ,,RALEIGH,NC,27604,(919) 874-0112,2010/05/28 04:00:00+00,Restaurant,11548,-78.58500406,35.84648464,M
3141466,04092015641,CHEF'S PALETTE,3460 TEN TEN RD ,,CARY,NC,27518,(919) 267-6011,2010/06/02 04:00:00+00,Restaurant,11549,-78.79278417,35.70189107,M
3141467,04092015642,EMBASSY SUITES AND FLYING SPOONS,8001 ARCO CORPORATE  DR ,,RALEIGH,NC,27617,(919) 572-2200,2010/06/02 04:00:00+00,Restaurant,11550,-78.77640002,35.90726871,M
3141468,04092021613,"SALTWATER SEAFOOD, LLC",4 FENTON ST ,,RALEIGH,NC,27604,(919) 834-1813,2010/05/25 04:00:00+00,Food Stand,11564,-78.62094827,35.80310131,M
3141469,04092015649,CAPITAL CLUB 16 RESTAURANT & BAR,16 W MARTIN  ST ,STE 105,RALEIGH,NC,27601,(919) 747-9345,2010/06/10 04:00:00+00,Restaurant,11567,-78.64002343,35.77714251,M
3141470,04092015654,Craft Public House,1040 TRYON VILLAGE DR ,STE 601,CARY,NC,27518,(919) 851-9173,2010/05/04 04:00:00+00,Restaurant,11573,-78.74469033,35.7463126,M
3141471,04092015658,YURI JAPANESE RESTAURANT,1361  KILDAIRE FARM RD ,,CARY,NC,27511,(919) 481-0068,2010/06/07 04:00:00+00,Restaurant,11576,-78.78193974,35.75976658,M
3141472,04092015661,FarmTable & Gatehouse Tavern,960 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 569-6714,2010/06/14 04:00:00+00,Restaurant,11579,-78.4951784,35.96732914,M
3141473,04092015662,CARIBOU COFFEE #301,8201-101  BRIER CREEK  PKY ,,RALEIGH,NC,27617,(919) 405-2802,2010/06/15 04:00:00+00,Restaurant,11580,-78.78482051,35.90949791,M
3141474,04092040241,FOODLAND PUC #1 (WCID #322),10208 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 798-0590,2010/06/18 04:00:00+00,Pushcarts,11590,-78.82634377,35.82831071,M
3141475,04092030222,CHICK-N-QUE (WCID #377),2009 VILLAGE PARK DR ,,KNIGHTDALE,NC,27545,(919) 369-7788,2010/06/29 04:00:00+00,Mobile Food Units,11604,-78.49336017,35.79721176,M
3141476,04092021615,CIRCLE K #1511,4501 DELTA LAKE  RD ,,RALEIGH,NC,27612,(919) 510-7976,2010/06/03 04:00:00+00,Food Stand,11585,-78.7123801,35.85658065,M
3141477,04092015682,OLIVE GARDEN #1831,12600 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 556-1007,2010/07/21 04:00:00+00,Restaurant,11621,-78.53167145,35.98839421,M
3141478,04092015670,JIMMY JOHNS # 1027,8005-120 BRIER CREEK PKY ,,RALEIGH,NC,27617,(919) 806-5616,2010/06/24 04:00:00+00,Restaurant,11598,-78.78203745,35.91227904,M
3141479,04092015687,Mami's Latin Style Rotisserie Chicken,2401 WAKE FOREST  RD ,,RALEIGH,NC,27608,(919) 834-8572,2010/08/02 04:00:00+00,Restaurant,11626,-78.6271485,35.81373825,M
3141480,04092015688,FAIRFIELD INN & SUITES Foodservice,10040 SELLONA ST ,,RALEIGH,NC,27617,(919) 246-0107,2010/08/04 04:00:00+00,Restaurant,11627,-78.80455249,35.89550125,M
3141481,04092110493,Wake Forest High School Cafeteria,420  STADIUM  DR ,,WAKE FOREST ,NC,27587,(919) 554-8461,2010/07/30 04:00:00+00,Public School Lunchrooms,11635,-78.51629765,35.98569699,M
3141482,04092015694,Teriyakin,10970 Chapel Hill RD ,Ste. 112,MORRISVILLE,NC,27560,(919) 410-7775,2010/08/12 04:00:00+00,Restaurant,11639,-78.84057157,35.85637651,M
3141483,04092040244,PNC 306 PUSHCART (WCID #165),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300 ext. 5,2010/09/21 04:00:00+00,Pushcarts,11647,-78.7229363,35.8032419,M
3141484,04092015697,Subway,10130 Green Level Church  Rd Suite 300,,CARY,NC,27519,(919) 460-9422,2010/08/03 04:00:00+00,Restaurant,11651,-78.90107787,35.82060358,M
3141485,04092015702,The Starbar,1731 Trawick RD ,STE 105,RALEIGH,NC,27604,(919) 231-3535,2010/08/24 04:00:00+00,Restaurant,11661,-78.57833828,35.80069157,M
3141486,04092021628,FOOD LION #2196 MEAT MARKET/SEAFOOD,3609 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 469-4195,2010/09/10 04:00:00+00,Food Stand,11681,-78.84918533,35.82217686,M
3141487,04092015712,SAN JOSE MEXICAN RESTAURANT,877 E GANNON AVE ,,ZEBULON,NC,27616,(919) 269-3399,2010/09/15 04:00:00+00,Restaurant,11682,-78.29418521,35.83015828,M
3141488,04092015715,MCDONALD'S #7811,6250 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 878-5907,2010/09/09 04:00:00+00,Restaurant,11686,-78.58011489,35.87020114,M
3141489,04092015703,Buffalo Brothers,4025-100 Lake Boone  Trail,,RALEIGH,NC,27607,(919) 782-4949,2010/08/23 04:00:00+00,Restaurant,11662,-78.69718015,35.81549931,M
3141490,04092015729,Jason's Deli # 162,210 CROSSROADS BLVD ,,CARY,NC,27518,(919) 233-6901,2010/09/24 04:00:00+00,Restaurant,11702,-78.73871452,35.76064286,M
3141491,04092015731,IHOP #3331,7471 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 847-4467,2010/10/06 04:00:00+00,Restaurant,11719,-78.64672008,35.88190821,M
3141492,04092015740,LA TAQUERIA,973 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 455-5069,2010/10/18 04:00:00+00,Restaurant,11722,-78.78267467,35.59365948,M
3141493,04092021625,Hnugry Howie's #613, 6701-101 GLENWOOD  AVE ,,RALEIGH,NC,27612,(919) 782-3434,2010/08/24 04:00:00+00,Food Stand,11672,-78.70985634,35.86102134,M
3141494,04092015713,WING STOP # 527,1721-112 NEW HOPE CHURCH RD ,,RALEIGH,NC,27609,(919) 872-8856,2010/09/13 04:00:00+00,Restaurant,11683,-78.61222144,35.83674654,M
3141495,04092015807,CARIBOU COFFEE #306,109 SW MAYNARD RD ,,CARY,NC,27511,(919) 319-6265,2010/08/27 04:00:00+00,Restaurant,11736,-78.78269118,35.77098761,M
3141496,04092015798,Bojangles,3025 Winston Hill DR ,,CARY,NC,27519,(919) 460-9224,2010/10/21 04:00:00+00,Restaurant,11738,-78.84654621,35.78947904,M
3141497,04092015805,NOODLES AND COMPANY #857,8411 BRIER CREEK PKY ,,RALEIGH,NC,27617,(919) 806-1330,2010/11/02 04:00:00+00,Restaurant,11747,-78.78334789,35.90685484,M
3141498,04092040249,ROLL DOGS EXPRESS (WCID #393),1300 N MAIN ST ,ROSE'S,FUQUAY VARINA,NC,27526,(757) 705-1060,2010/10/08 04:00:00+00,Pushcarts,11752,-78.77764359,35.59047244,M
3141499,04092015735,SUSHI O,222-117 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 838-8868,2010/09/27 04:00:00+00,Restaurant,11717,-78.64733509,35.78392897,M
3141500,04092015733,CHECKER'S PIZZA & SUBS,2720-126 LAKE WHEELER ROAD,,RALEIGH,NC,27603,(919) 821-1111,2010/10/07 04:00:00+00,Restaurant,11726,-78.6802369,35.74322252,M
3141501,04092021633,Pei Wei Express,4325 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 787-7127,2010/11/12 05:00:00+00,Food Stand,11756,-78.68184484,35.84183815,T
3141502,04092015817,CHOW,8311 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 841-4995,2010/11/10 05:00:00+00,Restaurant,11763,-78.68223183,35.90105252,M
3141503,04092015820,VILLAGE GRILL,8470-102 HONEYCUTT RD ,,RALEIGH,NC,27615,(919) 890-5340,2010/11/12 05:00:00+00,Restaurant,11766,-78.62256186,35.89560462,M
3141504,04092015821,Lin's Garden,1318 S MAIN ST ,Ste. 116,WAKE FOREST,NC,27587,(919) 556-8066,2010/11/16 05:00:00+00,Restaurant,11767,-78.51926224,35.96093216,M
3141505,04092015825,WAKEFIELD TAVERN,13200 NEW FALLS OF NEUSE RD ,STE 101,RALEIGH,NC,27614,(919) 554-0673,2010/11/18 05:00:00+00,Restaurant,11771,-78.55981965,35.9407555,M
3141506,04092015826,Tuscan Blu,327 W. DAVIE ST ,STE 108,RALEIGH,NC,27601,(919) 834-5707,2010/11/19 05:00:00+00,Restaurant,11772,-78.64497472,35.7752364,M
3141507,04092015832,THE LEMON TREE SHOPPING CAFE,113 S WHITE  ST ,,WAKE FOREST,NC,27587,(919) 578-5808,2010/11/24 05:00:00+00,Restaurant,11789,-78.50924596,35.9788861,M
3141508,04092015850,FLAME KABOB,7961 SKYLAND RIDGE PKY ,STE 110,RALEIGH,NC,27617,(919) 596-2525,2011/01/09 05:00:00+00,Restaurant,11813,-78.7822603,35.91399796,M
3141509,04092021635,INTERNATIONAL FOODS DELI,421 CHAPANOKE RD ,STE 140,RALEIGH,NC,27603,(919) 662-5428,2010/12/01 05:00:00+00,Food Stand,11818,-78.65333581,35.73464573,M
3141510,04092021637,EDIBLE ARRANGEMENTS #1159,1028 OBERLIN RD ,STE 238,RALEIGH,NC,27605,(919) 521-8991,2010/12/09 05:00:00+00,Food Stand,11820,-78.65845011,35.79783502,M
3141511,04092021638,EDIBLE ARRANGEMENTS #391,944 GATEWAY COMMONS  CIR ,,WAKE FOREST,NC,27587,(919) 374-2960,2011/01/07 05:00:00+00,Food Stand,11821,-78.4951784,35.96732914,M
3141512,04092015861,Lucky 7,906 NE Maynard RD ,,CARY,NC,27513,(919) 380-7550,2011/01/10 05:00:00+00,Restaurant,11823,-78.76838489,35.80043169,M
3141513,04092015862,NO. 1 CHINESE RESTAURANT,3667 SW CARY  PKY ,,CARY,NC,27513,(919) 461-7008,2011/01/04 05:00:00+00,Restaurant,11824,-78.83800513,35.78180038,M
3141514,04092015852,BANGKOK THAI,13200 NEW FALLS OF NEUSE RD ,UNIT 131,RALEIGH,NC,27614,(919) 554-7561,2010/12/22 05:00:00+00,Restaurant,11827,-78.55981965,35.9407555,M
3141515,04092015864,VINOS FINOS Y PICADAS,8450 HONEYCUTT RD ,,RALEIGH,NC,27615,(919) 747-9233,2011/01/03 05:00:00+00,Restaurant,11828,-78.62166097,35.89510574,M
3141516,04092015857,JAVA CITY,225 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 865-5938,2011/01/06 05:00:00+00,Restaurant,11836,-78.64278156,35.78010694,M
3141517,04092015859,POPEYES #11025,3699 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 803-7777,2011/01/07 05:00:00+00,Restaurant,11840,-78.57923704,35.79885313,M
3141518,04092015866,Taqueria El Toro #1,3615 JUNCTION  BLVD ,,RALEIGH,NC,27603,(919) 773-8172,2011/01/20 05:00:00+00,Restaurant,11841,-78.65709887,35.73081565,M
3141519,04092015867,JASON'S DELI #890,2400 JOHN BRANTLEY  BLVD ,RDU TERMINAL 2,MORRISVILLE,NC,27560,(919) 840-4378,2011/01/20 05:00:00+00,Restaurant,11842,-78.78941432,35.8696795,M
3141520,04092015860,BOJANGLES #45,900 S MAIN ST ,,ROLESVILLE,NC,27571,(919) 453-6241,2011/01/07 05:00:00+00,Restaurant,11845,-78.47826403,35.90966516,M
3141521,04092021643,FOOD LION #2199 DELI,12345 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 846-3589,2011/01/20 05:00:00+00,Food Stand,11859,-78.7027985,35.90556189,M
3141522,04092021644,FOOD LION #2199 Meat Market/SEAFOOD,12345 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 846-3589,2011/01/20 05:00:00+00,Food Stand,11860,-78.7027985,35.90556189,M
3141523,04092021647,WALMART #4484 DELI,8031 OLD WAKE FOREST RD ,,RALEIGH,NC,27616,(919) 424-6235,2011/01/20 05:00:00+00,Food Stand,11868,-78.56666533,35.86809107,M
3141524,04092015871,IMPERIAL GARDEN CHINESE RESTAURANT,7713 LEAD MINE RD ,STE 15,RALEIGH,NC,27615-4805,(919) 846-1988,2011/01/27 05:00:00+00,Restaurant,11870,-78.66044244,35.88617531,T
3141525,04092015885,THE OAKS AT WHITAKER GLEN,501 E WHITAKER MILL RD ,,RALEIGH,NC,27608-2646,(919) 839-5604,2011/01/12 05:00:00+00,Restaurant,11929,-78.63302872,35.80881927,M
3141526,04092015882,TAQUERIA LA CABANA,3520 CAPITAL BLVD ,,RALEIGH,NC,27609,(919) 872-2252,2011/02/01 05:00:00+00,Restaurant,11931,-78.58408386,35.82807152,M
3141527,04092021648,FOOD LION #2198 DELI/BAKERY,8745 HOLLY SPRINGS RD ,,CARY,NC,27539,(919) 362-1738,2011/01/25 05:00:00+00,Food Stand,11911,-78.77348299,35.69404696,M
3141528,04092300250,FOOD LION #2198 MEAT MARKET,8745 HOLLY SPRINGS RD ,,CARY,NC,27539,(919) 362-1738,2011/01/25 05:00:00+00,Meat Market,11912,-78.77348299,35.69404696,M
3141529,04092021649,HARRIS TEETER #353 PRODUCE,13686 CAPITAL  BLVD ,,WAKE FOREST,NC,27587,(919) 554-3608,2011/02/04 05:00:00+00,Food Stand,11936,-78.51867461,36.00548951,M
3141530,04092021650,HARRIS TEETER #353 DELI,13686 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 554-3608,2011/02/04 05:00:00+00,Food Stand,11937,-78.51867461,36.00548951,M
3141531,04092300251,HARRIS TEETER #353 MEAT & SEAFOOD,13686 CAPITAL  BLVD ,,WAKE FOREST,NC,27587,(919) 554-3608,2011/02/04 05:00:00+00,Meat Market,11938,-78.51867461,36.00548951,M
3141532,04092021652,EL TORO SUPERMARKET MEAT MARKET ,3609 JUNCTION BLVD ,,RALEIGH,NC,27603,(919) 773-8172,2011/02/10 05:00:00+00,Food Stand,11945,-78.65709887,35.73081565,M
3141533,04092300253,WHOLE FOODS #10338 MEAT,8710  SIX FORKS  RD ,,RALEIGH,NC,27615,(919) 354-0350,2011/03/11 05:00:00+00,Meat Market,12027,-78.65023656,35.89889154,M
3141534,04092015894,DAIRY QUEEN GRILL & CHILL,631 WALNUT  ST ,,CARY,NC,27511,(919) 465-2100,2011/03/09 05:00:00+00,Restaurant,12063,-78.76677244,35.77674853,M
3141535,04092015904,WHOLE FOODS #10338 PREPARED FOODS,8710 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 354-0350,2011/03/11 05:00:00+00,Restaurant,12065,-78.65023656,35.89889154,M
3141536,04092021656,WHOLE FOODS #10338 SEAFOOD,8710 SIX FORKS  RD ,,RALEIGH,NC,27615,(919) 354-0350,2011/03/11 05:00:00+00,Food Stand,12066,-78.65023656,35.89889154,M
3141537,04092021657,WHOLE FOODS #10338 SPECIALTY,8710 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 354-0350,2011/03/11 05:00:00+00,Food Stand,12067,-78.65023656,35.89889154,M
3141538,04092021659,WHOLE FOODS #10338 PRODUCE,8710 SIX FORKS  RD ,,RALEIGH,NC,27615,(919) 354-0350,2011/03/11 05:00:00+00,Food Stand,12082,-78.65023656,35.89889154,M
3141539,04092015913,SAS BUILDING C CAFE,820 SAS CAMPUS DR ,,CARY,NC,27513,(919) 531-8651,2011/03/16 04:00:00+00,Restaurant,12085,-78.75122071,35.81750425,M
3141540,04092015915,SUBWAY #50592,601 N MAIN ST ,,HOLLY SPRINGS,NC,27545,(919) 557-4411,2011/03/17 04:00:00+00,Restaurant,12087,-78.83661982,35.66097455,M
3141541,04092015917,THAI CAFE #2,3309 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 453-1679,2011/03/23 04:00:00+00,Restaurant,12089,-78.51539227,35.95073353,M
